name,score,comment,date,city,score1
阿依达,4.0,美国式灾难冒险片倒是不闷但对人性真善美追求希望的尬吹和尬煽情感觉与刘慈欣小说里想表达的主题截然相反剧情方面觉得自己看了一部后天太空漫游星际大爆破特效很赞感觉中国娱乐产业真的冉冉发展了什么时候我才能够参与其中啊我觉得科幻作品最有意义之处在于将人类置身于极端异世界与类人和人非人环境从而更对比出什么是人本质上都是人对自己的位置什么是人的思考这点小说做得不错甚至有些文艺的孤独美感了从孤独中更能感觉到人啊是需要人的人但电影有点太直接了这就有点主旋律老套的意思,2019-02-09,,推荐
ChrisKirk,3.0,联合委员会始终以电子数据形式出现杜绝肉体之后加强神化视角同时也陷入技术诘问地球计划是否只是人工智能对人类的一次复仇为何最开始没能演算被木星引力吸引的概率新家园的未来蓝图是否以人类奴化为基础的纯理性社会但是在具体呈现手段上又是蒸汽时代的硬工业视觉内部设定的分层与矛盾难以调和因而电影中呈现出的社会形态便是畸形的一直在暗示的地球公民身份总是局限于国家范围内对家的情感同样是从国家而非地球衍生导致看似电影是在仿造资本主义神话塑造个体英雄但实际还是在讴歌社会主义强调集体力量的优越,2019-02-07,北京,还行
晴耕雨读,5.0,水准之上不能要求更多了与我的核心价值观一致人最宝贵的是自由意志太阳宫达美和蓉,2019-02-12,南京市,力荐
夕阳,3.0,京的演技中二兄妹无止境的煽情中宣部旁白东抄西抄了一堆梗整体略糙一到紧张场景剪辑乱七八糟配音口型对不上太减分另外用国产科幻不容易来鼓励找借口听起来就那么变扭确定不是在黑,2019-02-07,,还行
知心哥哥noly,4.0,质量超出我预期这个算是提前把全频带阻塞的梗给用了记得小说没有空间站挽救全局的情节啊,2019-02-05,北京,推荐
古尔浪洼,5.0,五星推荐流浪地球不仅是中国科幻电影的突破和高起点更加重要的是它建立了东方的逻辑想像借助影视产业这种最具传播力的工具这个古老的民族奖焕发出新的想像力我们也不再仅仅只是回首过去还能遥视未来我们不再仅仅沉迷于西游记式的凭空想像还能在科学的构架内纵横千年,2019-02-09,广州市,力荐
ZeonGin Sou,5.0,中国第一部真正意义上的特效大片全程特效不注水太空漫游地心引力火星救援星际穿越刘慈欣想象力爆棚导演执行力靠谱再现赛博朋克地下城永夜冰封帝都魔都引力地震灾难推进器式流浪地球救世过程荡气回肠热血贲张灾难场面目不暇接多视角推进节奏紧凑没有历史的外国人主张开拓新世界坐拥上下五千年的中国人离不开家国乡愁这是属于中国人的科幻电影,2019-02-05,广州市,力荐
燕子坞主人,3.0,国产科幻的里程碑但始终摇晃的镜头不仅把故事快摇得散架也导致没有一个人物形象得以聚焦看完就像大过年被灌了一碗贩卖焦虑的毒鸡汤目前的评分就像电影里空间站系统莫斯的遗言要让人类永远保持理智的确是一种奢求,2019-02-05,福州市,还行
大唐来的高僧,5.0,儿子爸爸死了以后能不能别再这么二逼了,2019-02-08,保定市,力荐
夏歌,5.0,唯有牺牲多壮志敢叫日月换新天,2019-02-05,北京,力荐
拉妹,2.0,还是再看一遍特斯拉上天感受一下太空浪漫吧,2019-02-05,北京,较差
DearLeslie,1.0,我真的不敢在朋友圈和微博说难看,2019-02-12,南京市,很差
Lily Legacy,3.0,大家不觉得煽情过度吗坐在电影院无比尴尬还有全程在想星际穿越的好地心引力的好,2019-02-09,,还行
陆钓雪杜诗镜铨,4.0,上联射你木心哦不木星下联你妈哦不你爸炸了横批我在嘉兴避难所看的最后一部电影要是有味增汤就好了鸭,2019-02-12,北京,推荐
猫不然Maoburan,2.0,对不住了看完实在是骂街骂了十分钟不止没有一点情绪能入戏唯独片中一句话让人类永远保持理智还真是奢望还能赞同让导演和编剧保持智商更是奢望看完我觉得来电狂想都还算说得过去了这种特效你们就能满足年的兵人早用过同样的场景同样的车和枪了以及从此我对吴京的讨厌正式超过王宝强了,2019-02-14,北京,较差
麻友安,2.0,这个片就压根不是用电影思维拍出来的更多的我也不想说了,2019-02-09,上海,较差
罗汗,4.0,完成度高土法炼钢虽然生硬但危机套危机各种危机轮番轰剧本意识清晰演技尴尬但主梗真的很浪漫豆瓣小知识分子偏狭起来其实和战狼一个路数,2019-02-05,杭州市,推荐
刘二千,,可以理解赞美和欢呼毕竟过于贫困的族裔无愿也无法拥有太高的期待并非没有战狼式表征但整体还算克制或者说隐蔽对我来说是无聊居多如果说那篇对谈触及的是主权者在恢弘道德目标所谓文明存续与个体权利尊严间的选择的话影片已悄然回避了刘慈欣所坚持的困境设定改写为我们熟悉无比的革命历史叙事中的英雄的自我牺牲同时一波又一波的一分钟营救戏码实在谈不上高明对标好莱坞大片自然可以可我本来就不喜欢好莱坞大片啊,2019-02-06,,--
丹朱AI🌵,5.0,大刘曾说他给了三体充满希望的结局人类文明的种子播撒到了多个星系他认为人类配得上这样的命运看这个电影的时候我也觉得人类配得上没想到在我们变老之前就能看到中国科幻电影有了这样的进步可喜可贺推荐大家看流浪地球的小说才两万字讲了流浪地球计划的来龙去脉而且不谈感情更科幻美学,2019-02-08,北京,力荐
蜗牛,4.0,看完流浪地球我觉得电影唯一的问题在于行星发动机和转向发动机动力太弱了所以即便是科幻电影中国的发动机依然是短板怎么能用这么低劣的动力源呢应该用中国目前最为致命最为先进的两种发动机杠精发动机只需要轻轻一杠就能为地球的发展进步提供强大的动力喷子发动机抓几个喷子进机器不停放一些话题进去就能提供源源不断的动力其性能比核动力更加好而且持续时间长这两种能源比清洁能源更加环保目前技术已经较为成熟我国赶超美国就靠他们了,2019-02-06,吉林市,推荐
已注水斐济猫,3.0,给北京第三交通委一星简直神来之笔,2019-02-11,天津市,还行
boks,5.0,趁着酒劲泪眼朦胧的看完元年是元年只有一个小细节问题能点燃木星吗就散逸大气那么点氧气而且辣么近的俘获距离里燃烧是喷射推力多还是爆燃烧了地球这个应该大学物理可以算出来,2019-02-05,上海,力荐
人间消失柴斯卡,,拍得挺好的其实对理解那一代人心情匮乏与饥荒一定要活下去很有好处视效大片削弱了刘慈欣原著中对极端情境的刻奇感就是莫名其妙的撕得有点太难看了懵逼,2019-02-15,,--
操安吧,3.0,为什么宁死也不放弃地球因为那里有我的宅基地京说,2019-02-08,北京,还行
刘十九,3.0,依然带着国产电影对科幻不熟悉的尴尬感但也不失为一次不错的尝试对于这个春节档的意义大于它的内容希望成为黑马,2019-02-05,北京,还行
亲爱的桂花树🌈,5.0,国产科幻到这一步诚意很足了挺感动的加一分吴京演技一直一般减一星建议他用配音小演员和李光洁大头很好吴孟达自不必说不是物理学家天体物理学家什么的专业上不知道槽点小梗挺多的稚嫩但是不错加一星推荐,2019-02-06,,力荐
羚羊的灵魂,4.0,从电影院出来看见电影里被冻成冰棍的国贸建筑物们竟然有一种恍如隔世的感觉,2019-01-20,北京,推荐
Kelsey Bruns,5.0,这电影可以说及格但你们这些恶意打一星还求不要私信谩骂的脑子有坑更新傻逼黑子改成五星,2019-02-06,,力荐
孔混乱,5.0,从剧本拍摄到后期断断续续目睹过导演的日常工作量只能用恐怖形容没怎么见导演吃过饭好像每天靠烟和一罐罐的红牛他就能活着常在想导演到底是靠什么支撑着自己昨天看完首映我觉得答案都在电影里,2019-01-30,北京,力荐
貓小三的意思其實是如果先生,4.0,小米加步枪撸起袖子加油干因为几个男演员的顺眼加一星对女性角色的安排非常无语木星作为最大反派没有给景色特写是败笔,2019-02-06,北京,推荐
Athumani,4.0,我赶在首映去看的和别人在点映时看到的应该是同一部流浪地球吧说正经的确实是启航之作合格了不容易真的不容易可遗憾也扎眼好莱坞的手法都有但好莱坞的大片不会有这么多刻意大刘的精神内核也有但大刘的叙事不会有这么冲动此外领航空间站的最后时刻或许更适合对应上大刘全频带阻塞干扰里万年风雪号上的米沙庄宇的复杂情绪但在屏幕上展现出来却更接近老王拉格朗日墓场奔向太阳里小飞蛾号上的鲁刚的单纯情怀最后记得从成名作流浪地球刊发到代表作三体连载大刘用了六年那么从启航之作流浪地球开始我们又需要多少年呢还是真心期待吧,2019-02-05,,推荐
高中女生,3.0,这个男主不管是人设还是演员都挺招人烦的有他在我都不烦吴京了,2019-02-05,,还行
弗洛拉 花,5.0,视效音乐和演员演技都很赞啊寸头真是检验一切帅哥的唯一标准,2019-02-06,北京,力荐
小暴,2.0,国产电影工业水平真心可以但剧本和演员真的是降智打击,2019-02-06,杭州市,较差
陈先生,3.0,不管你们怎么吹我就是觉得很一般前半集一片白雪后半集一片火光团结一心修发动机吴京连人带卫星主动牺牲渲染亲情传递正能量到头来只记住一句话道路千万条安全第一条行车不规范亲人两行泪,2019-02-11,上海,还行
思考的猫,4.0,相当好了在电影工业体系成熟的今天用专业公司把特效做好没那么难关键是故事和情绪到位了人文感觉出来了这值得称赞,2019-02-06,北京,推荐
沉默的玩,3.0,国产科幻及格赢在故事科技细节粗糙台词生硬出戏和煽情过度扣分,2019-02-06,广州市,还行
57,3.0,在大银幕上看到拯救世界的英雄从美国人变成了中国人是一种混杂着期待怀疑惊讶和感动的体验它甚至将是一种新的历史体验因此我们必然会遭遇流浪地球刘慈欣吴京这些指标性的全民讨论它使得有关剧情起伏影片执行这些层面的讨论退到后面但问题是如果这种置换是真实的经得起考验和推敲的历史事实那么我们迟早要回答一部好的电影是怎么组成的这样基本的技术的问题这部电影同样在这个意义上有一份答卷进而我们还要追问在这种置换的后面到底有什么新东西,2019-02-14,北京,还行
fwb,4.0,流浪地球很好莱坞套路的科幻片节奏剧本场景气氛都套路般地控制的挺好的挺好看的中国式人情的描述也蛮感动人的我打高分肯定是因为作为中国人第一次在视觉层面看到人类命运的故事也与咱们中国人息息相关了但这个格局眼光其实是大刘奠定的大刘的故事一再告诉我个人的力量是最重要的这是那一代人里某一类人特别坚信的个人的精英主义英雄主义无论在何种恶劣的环境里都不用怕但一定是在某个特定时间段里打开了天眼然后盯着干下去里面的很多人情描述小姑娘向全球描述啥叫希望的抒情段落自以为逗乐的地方我觉得超级尬另外大家硬核硬核地叫不就是高中物理吗黑客帝国硬盗梦空间硬三体硬,2019-02-06,上海,推荐
